TESS_ID,RAdeg,DEdeg,Gao_Period,CCProb,Type,Gaia_dr3_source_id,ra,dec,vbroad,vbroad_error,Psini,e_P_sini,pm,pmra,pmdec,radial_velocity,parallax,parallax_error,phot_g_mean_mag,bp_rp,teff_gspphot,logg_gspphot,gaia_source_id,par_source_id,mass_flame,mass_flame_lower,mass_flame_upper,radius_flame,lum_flame,age_flame,radius_gspphot,radius_gspphot_lower,radius_gspphot_upper,mg_gspphot,mg_gspphot_lower,mg_gspphot_upper,ag_gspphot,mh_gspphot,ebpminrp_gspphot,authors_used,flux_kinds_used,n_usable_sectors,sector_numbers_downloaded,raw_points_per_sector,kept_points_per_sector,kept_frac_per_sector,sector_ls_json,time_min_btjd,time_max_btjd,baseline_days,n_points_total,flux_mean,flux_std,fmin,fmax,n_freq,power_min,power_max,power_median,n_peaks,threshold,best_idx,best_freq,best_period_days,period_err_days,T0_btjd,best_power,best_power_over_median,IsBinary,DoublePeriod,CorrectedPeriod,P_Sussholz/P_Gao,under3sig
181223185,174.73145,-39.32663,0.820723,0.57,ROT,5.3845388275611E18,174.7314588,-39.32670156,12.82986,2.3629084,6.297148544,1.159762086,16.430513,2.187138707,-16.28429224,1.6271327,5.700417046,0.014412922,9.250884,0.55217934,6950.083,4.1158,5.3845388275611E18,5.3845388275611E18,1.4498719,1.4097372,1.4900658,1.6011884,5.391015,1.3291028,1.5969,1.5905,1.6297,2.8627,2.8057,2.873,0.1728,-0.5475,0.0932,"[""SPOC""]","[""PDCSAP""]",1,[10],[15474],[15474],[0.9997415018741114],,1571.0876689171516,1595.6847286317009,24.597059714549232,15470,1.0007049488985131,0.004726219,0.004,4,240000,6.925400109149792E-9,0.41134434029321726,0.001056707,42,0.001268049,72932,1.218322859678582,0.8208004898338853,0.021391535237776826,1571,0.41134434029321726,389.26982615196175,,,0.8208004898338853,1,V
181225222,174.68792,-41.69774,2.505691,0.56,ROT,5.3810554029285E18,174.6877294,-41.69779471,12.433581,1.9455115,5.425250133,0.848901577,34.900215,-32.52802431,-12.64724181,17.395275,6.891176839,0.03991046,9.683726,0.71283627,6033.0396,4.2396,5.3810554029285E18,5.3810554029285E18,1.1209419,1.0807843,1.1611323,1.3296032,2.1109211,5.142006,1.3333,1.3233,1.3517,3.8457,3.8158,3.8625,0.0233,-0.3294,0.0126,"[""SPOC""]","[""PDCSAP""]",2,"[10, 90]","[15473, 19274]","[15473, 19274]","[0.9998707425838558, 0.9999481166338072]",,1571.0875252848589,3775.080596,2203.9930707333615,34744,1.0000078698025558,9.903284042568387E-4,0.004,4,240000,1.43887589911903E-10,0.23826928587705803,1.494533502797373E-4,5750,1.7934402033568478E-4,23604,0.39700823753432307,2.5188394231078033,0.001795833,1571,0.23826928587705803,1594.2719613249265,,,2.5188394231078033,1.01,X
184912380,128.1789,-37.46942,1.923813,0.55,ROT,5.52983822402919E18,128.1786609,-37.46936345,28.635393,1.4763886,4.670863021,0.240821172,43.963623,-41.95260015,13.14455531,38.271484,6.978649608,0.017168058,8.185452,0.7423978,5920.081,3.8653,5.52983822402919E18,5.52983822402919E18,1.4757264,1.4271051,1.5197212,2.6901941,8.029386,2.81435,2.6437,2.5444,2.6854,2.4214,2.4015,2.4785,0.0122,-0.1321,0.0066,"[""SPOC""]","[""PDCSAP""]",5,"[34, 61, 62, 88, 89]","[16985, 16014, 17519, 19433, 20253]","[16985, 16014, 17519, 19433, 20253]","[0.9994112452163674, 0.9999375546396903, 0.9998858382327759, 0.9997941645654299, 0.9997531229941243]",,2228.985719274872,3746.941702920547,1517.9559836456751,90182,0.9998834181437537,0.002707224,0.004,4,240000,1.5113740579558523E-11,0.531778905,4.8822392839778544E-5,3358,5.858687140773425E-5,30974,0.5197192488302035,1.9241157649073493,0.001725983,2228,0.531778905,10892.110649647424,,V,1.9241157649073493,1,V
186294315,17.24624,38.84751,1.199834,0.63,ROT,3.702384473421E17,17.24637061,38.84745826,25.022577,3.060295,2.333455423,0.285384753,26.393702,23.18681745,-12.60948075,3.767075,8.103760704,0.014075864,9.620477,0.70608234,6028.024,4.2678,3.702384473421E17,3.702384473421E17,1.0821059,1.0420967,1.1221229,1.1539282,1.5845076,4.196549,1.1541,1.1518,1.1563,4.1632,4.1592,4.1671,7.0E-4,-0.3407,4.0E-4,"[""SPOC""]","[""PDCSAP""]",1,[17],[12795],[12795],[0.9996873778819851],,1764.6892511900598,1787.8463531972573,23.15710200719741,12791,0.9999146135251349,0.003334059,0.004,4,240000,1.4218182238421662E-7,0.6736537489078717,3.1210545118503835E-4,41,3.74526541422046E-4,49813,0.8333899057912741,1.1999185411905553,0.048161445,1764,0.6736537489078717,2158.417119438525,,V,1.1999185411905553,1,V
187516250,110.53253,-6.12583,2.165094,0.67,ROT,3.05811423199194E18,110.5323284,-6.125854984,12.694311,1.4725466,4.315860146,0.500641995,46.442974,-46.00087331,-6.392939194,27.97919,15.53994245,0.023631105,8.382549,0.71785593,5972.963,4.3639,3.05811423199194E18,3.05811423199194E18,1.0702837,1.0302575,1.1103541,1.0870414,1.355605,3.4511638,1.0829,1.0738,1.0875,4.344,4.3368,4.3594,0.0012,-0.3603,6.0E-4,"[""SPOC""]","[""PDCSAP""]",2,"[7, 87]","[16343, 105305]","[16343, 105305]","[0.9998776234473475, 0.988984378709463]",,1491.6367880655337,3689.135675641818,2197.4988875762847,120486,0.9995988689596302,0.003940895,0.004,4,240000,2.0759550213267357E-9,0.3676571410725982,2.132506847696739E-4,5099,2.559008217236087E-4,27413,0.46042835178479913,2.1718905799862487,0.001178103,1491,0.3676571410725982,1724.0607760284306,,V,2.1718905799862487,1,X
188627184,350.34295,-17.51624,1.426867,0.58,ROT,2.40554497127403E18,350.3430738,-17.51625999,16.65629,0.66250217,3.607585418,0.143491328,26.420977,26.10051107,-4.102599328,13.277215,9.104295149,0.020009195,9.233008,0.6748009,6122.2227,4.2622,2.40554497127403E18,2.40554497127403E18,1.1254458,1.0854362,1.165465,1.1897006,1.7920126,3.2333446,1.1877,1.1848,1.1904,4.0331,4.0279,4.0381,7.0E-4,-0.3354,4.0E-4,"[""SPOC""]","[""PDCSAP""]",2,"[2, 29]","[18300, 14889]","[18300, 14889]","[0.9998907103825136, 0.999597017932702]",,1354.1137367119436,2112.5966830676066,758.4829464,33181,0.9998931297622133,0.001970059,0.004,4,240000,1.0580926832526267E-10,0.7090720607534092,7.361829600712002E-5,1772,8.834195520854402E-5,41853,0.7008553535639732,1.426827939481126,0.001457564,1354,0.7090720607534092,9631.736935134048,,,1.426827939481126,1,V
190563443,235.52957,-49.404,0.993406,0.6,ROT,5.98554913194892E18,235.5294501,-49.40409858,16.892231,3.3035898,7.114093583,1.391293252,30.183428,-19.3510025,-23.16415297,-20.14882,5.429997545,0.13545953,8.817136,0.5497942,6806.5005,3.8806,5.98554913194892E18,5.98554913194892E18,1.5713121,1.5280952,1.6146524,2.0879385,8.448754,1.6566916,2.3753,2.3192,2.4525,2.0833,2.0159,2.1354,0.1273,-0.6057,0.0687,"[""SPOC""]","[""PDCSAP""]",2,"[12, 38]","[14759, 16061]","[14759, 16061]","[0.9718815637915847, 0.9996886868812652]",,1628.4590026233934,2360.5559427452827,732.0969401218892,30400,1.0011566102740128,0.010245154003050452,0.004,4,240000,1.280553906670271E-9,0.2003431376365719,2.5088015918763143E-4,1653,3.010561910251577E-4,60219,1.0066505277105322,0.99339341,7.065242161557801E-4,1628,0.2003431376365719,798.5611069655641,,,0.99339341,1,V
191662898,12.59433,44.97857,2.133926,0.79,ROT,3.77540682019417E17,12.59427639,44.97845827,32.153927,1.7007273,2.620745248,0.138619864,25.85509,-8.831578097,-24.29997587,-5.9354157,6.630643047,0.016782485,9.4510355,0.78978443,5846.0737,4.1232,3.77540682019417E17,3.77540682019417E17,1.1030871,1.0627943,1.1433122,1.6675191,2.9261203,7.2894034,1.6656,1.6558,1.6728,3.503,3.4921,3.516,0.0615,-0.3092,0.0331,"[""SPOC""]","[""PDCSAP""]",1,[57],[17991],[17991],[0.9997220832638541],,2853.360414568758,2882.119091572781,28.758677004022957,17986,0.9999413480106749,0.004653851,0.004,4,240000,1.8565686334259283E-8,0.5073240999248643,3.711580530364505E-4,54,4.453896636437406E-4,28276,0.4747973616556736,2.106161661288268,0.11196922047558874,2853,0.5073240999248643,1366.868092378535,,,2.106161661288268,0.99,V
191924844,136.46526,-38.24462,0.927578,0.54,ROT,5.6214927230434E18,136.4650884,-38.24448753,36.34353,2.7997806,2.279514494,0.17560596,42.110798,-29.59232987,29.96019785,28.182224,8.230678666,0.019215532,8.234796,0.4584794,6942.3916,4.0865,5.6214927230434E18,5.6214927230434E18,1.461433,1.4214095,1.5014584,1.6461773,5.6741767,1.4075935,1.6375,1.6295,1.6427,2.8163,2.8099,2.8256,9.0E-4,-0.6389,5.0E-4,"[""SPOC""]","[""PDCSAP""]",1,[35],[13695],[13695],[1.0],,2255.812680206116,2279.9822047707576,24.169524564641506,13695,1.0005741614852135,0.005605836,0.004,4,240000,2.387369278709743E-10,0.5289104733002489,3.3142663531418327E-4,36,3.977119623770199E-4,64506,1.0780293751223964,0.9276185075072401,0.029628208,2255,0.5289104733002489,1595.8598885658553,,,0.9276185075072401,1,V
197145873,104.06143,40.53689,2.149048,0.51,ROT,9.50689984474189E17,104.0614469,40.53672627,11.250421,0.70116264,8.496113263,0.52950527,37.230854,3.55692377,-37.06055685,-104.58754,13.96334886,0.022394951,7.4106836,0.69250107,6030.6025,4.0086,9.50689984474189E17,9.50689984474189E17,1.2176031,1.1775942,1.257612,1.8852196,4.235764,4.931381,1.8893,1.8855,1.8929,3.1287,3.1243,3.1333,5.0E-4,-0.8992,3.0E-4,"[""SPOC""]","[""PDCSAP""]",1,[60],[89963],[89963],[0.9771683914498183],,2936.908685143032,2962.5889797848163,25.680294641784258,87909,0.9998838620462068,0.001369226,0.004,4,240000,6.044960186312774E-7,0.4053117137550905,1.771698247399175E-4,40,2.12603789687901E-4,27728,0.46567312363801516,2.1474290639485925,0.15694034111924726,2936,0.4053117137550905,2287.701725449476,V,V,2.1474290639485925,1,V
197787948,50.9572,-56.04234,1.283733,0.54,ROT,4.73046337765494E18,50.95756403,-56.04222438,21.907982,3.42277,2.846478517,0.444716509,53.487705,46.32989736,26.72966749,17.479425,8.224814611,0.012198868,9.306942,0.6604042,6216.002,4.2989,4.73046337765494E18,4.73046337765494E18,1.1619836,1.1219816,1.2019875,1.2309139,2.0381136,2.7183416,1.2326,1.2306,1.2346,3.8766,3.8735,3.8799,5.0E-4,-0.1889,3.0E-4,"[""SPOC""]","[""PDCSAP""]",2,"[2, 4]","[18299, 14789]","[18299, 14789]","[0.9999453522050386, 0.9998647643518832]",,1354.1097989272075,1436.4847427695584,82.37494384235083,33085,1.0001006725670243,0.001574972,0.004,4,240000,4.4569361021100875E-10,0.19954678201057796,1.3720639246933485E-4,153,1.6464767096320183E-4,46482,0.7779285247021863,1.2854651401076072,0.016040031233206246,1354,0.19954678201057796,1454.3548476079638,,V,1.2854651401076072,1,V
197890692,57.78792,-55.4826,0.906828,0.55,ROT,4.73129168786724E18,57.78818598,-55.48248816,53.20877,3.2392724,1.259570379,0.07668081,42.10066,33.95538365,24.88970599,16.583242,7.451220002,0.011083134,9.274895,0.62480164,6346.013,4.2406,4.73129168786724E18,4.73129168786724E18,1.2123551,1.1723502,1.2523745,1.3211416,2.5514884,2.5389576,1.3247,1.3226,1.327,3.6282,3.623,3.632,0.001,-0.1506,5.0E-4,"[""SPOC""]","[""PDCSAP""]",9,"[2, 3, 4, 29, 30, 31, 69, 96, 97]","[18299, 12983, 14789, 14828, 16436, 16722, 14882, 15445, 30326]","[18299, 12983, 14789, 14828, 16436, 16722, 14882, 15445, 30326]","[1.0, 0.9993067857968112, 1.0, 0.9997976800647423, 0.9997566317838891, 0.9999401985408444, 0.999932804730547, 0.9999352541275494, 0.9999340499901075]",,1354.1094202521472,3988.285997,2634.1765766984427,154689,0.9999149548664742,0.00178511,0.004,4,240000,2.0667039034722232E-11,0.23157725724387165,6.760996853970763E-5,5426,8.113196224764916E-5,66783,1.1159415830899295,0.8961042541591657,2.2729089930027102E-4,1354,0.23157725724387165,3425.193980202273,,,0.8961042541591657,0.99,X
197931808,59.14376,-56.32516,2.660398,0.51,ROT,4.68315596215611E18,59.14361639,-56.32515249,11.556047,2.5150511,8.438654421,1.836583659,17.723413,-17.63146756,1.802981471,19.996058,6.241696694,0.01750912,8.576307,0.49983025,6846.172,3.9703,4.68315596215611E18,4.68315596215611E18,1.5313973,1.4912975,1.5714965,1.9373928,7.4274077,1.6504489,1.9275,1.9209,1.9337,2.5151,2.5083,2.5228,0.0408,-0.5936,0.022,"[""SPOC""]","[""PDCSAP""]",7,"[2, 3, 4, 29, 30, 31, 97]","[18148, 12748, 14709, 14828, 16318, 16722, 30118]","[18148, 12748, 14709, 14828, 16318, 16722, 30118]","[1.0, 0.9992940069030436, 0.9997960432388334, 0.9998651200431616, 0.9998161539404339, 0.9995813897859108, 0.9997675808486619]",,1354.1093490581245,3988.285900930301,2634.176551872177,123560,1.001643758668258,0.011945520330704939,0.004,4,240000,2.312727273104476E-10,0.2278210082861504,8.527703356503728E-5,5712,1.0233244027804473E-4,22341,0.3759792,2.6597216022336077,0.001766769,1354,0.2278210082861504,2671.540023872907,,,2.6597216022336077,1,V
199667851,252.26304,54.0297,0.546085,0.65,ROT,1.42624968856721E18,252.2629524,54.02982578,54.275814,3.082227,1.461504401,0.082996237,31.222187,-11.50758198,29.02413728,-10.728939,7.680786483,0.016191773,8.477314,0.4574356,6969.99,4.1026,1.42624968856721E18,1.42624968856721E18,1.4460458,1.4060115,1.4861109,1.5680591,5.2332973,1.2279245,1.5679,1.5627,1.5751,2.8941,2.887,2.9006,0.003,-0.6439,0.0016,"[""SPOC""]","[""PDCSAP""]",5,"[23, 24, 25, 26, 51]","[15044, 16045, 17246, 16942, 73390]","[15044, 16045, 17246, 16942, 73390]","[0.999601169901622, 0.9994390775942661, 0.9994201553983533, 0.999409750914886, 0.9673252486714812]",,1929.468722868019,2717.5365652617274,788.0678423937084,136234,1.0019792363247795,0.013239893610794824,0.004,4,240000,3.4260510903433638E-9,0.26725223554292227,3.1372006421073544E-4,1881,3.7646407705288254E-4,92391,1.5423165596523318,0.6483753245996525,3.499766007259435E-4,1929,0.26725223554292227,851.8812343586692,,,0.6483753245996525,1.19,X
200386263,77.99649,-47.27401,0.622194,0.55,ROT,4.79796524834255E18,77.99659369,-47.27388726,64.581436,1.8840253,1.70905317,0.049857972,33.242615,16.80660558,28.68116759,29.39206,8.344867294,0.017868659,7.77581,0.53812456,6683.062,3.9307,4.79796524834255E18,4.79796524834255E18,1.5717444,1.5316527,1.6118374,2.1911943,8.626874,1.7773497,2.1816,2.175,2.1878,2.3464,2.3384,2.3537,0.0395,-0.5456,0.0213,"[""SPOC""]","[""PDCSAP""]",5,"[4, 6, 31, 32, 33]","[14742, 14619, 16595, 17613, 17458]","[14742, 14619, 16595, 17613, 17458]","[0.9991181657848325, 0.9994527669471236, 0.9995179270864718, 0.9994322375518083, 0.9992553557108489]",,1410.9055555244004,2227.573076337524,816.6675208131237,80975,0.999874238,0.008378229,0.004,4,240000,1.1195998088381561E-11,0.7841142138611502,7.664142243579033E-5,1767,9.196970692294839E-5,96286,1.607168579869083,0.622212264,2.836258805101624E-4,1410,0.7841142138611502,10230.945472313955,V,V,0.622212264,1,V
200649869,353.11939,33.74095,2.301691,0.54,ROT,2.87270760628447E18,353.1192688,33.74096642,21.194824,0.9073996,3.333490698,0.142714472,22.368912,-21.87996793,4.651367495,0.77532864,14.67865319,0.020346047,7.51098,0.54419184,6689.4966,4.2165,2.87270760628447E18,2.87270760628447E18,1.3362541,1.2928197,1.3994092,1.4130952,3.6059976,1.3469058,1.3965,1.3765,1.4171,3.3102,3.2426,3.3344,0.0524,-0.5064,0.0283,"[""SPOC""]","[""PDCSAP""]",1,[57],[17989],[17989],[0.9999444104730669],,2853.3595765279533,2882.118727726424,28.75915119847059,17988,1.0000008632910828,3.863783737180354E-4,0.004,4,240000,1.525379982461941E-8,0.16438582016674802,3.563888121556174E-4,45,4.2766657458674087E-4,25992,0.4367686032025134,2.2895418596202006,0.155445138,2853,0.16438582016674802,461.2541543390785,,,2.2895418596202006,0.99,V
200768244,50.19877,-49.24514,0.663335,0.51,ROT,4.74962470423067E18,50.19898735,-49.2450897,32.301266,1.921629,2.436813798,0.144968066,33.2842,31.48600841,10.79208468,40.706303,5.561717838,0.011604666,9.503784,0.5976553,6421.7437,4.1546,4.74962470423067E18,4.74962470423067E18,1.2962509,1.256237,1.3362658,1.5548847,3.7048643,2.7464137,1.5558,1.5525,1.559,3.2294,3.225,3.2338,4.0E-4,-0.1734,2.0E-4,"[""SPOC""]","[""PDCSAP""]",2,"[3, 4]","[13541, 14932]","[13541, 14932]","[0.9985968539989661, 0.9998660594695955]",,1385.9509257861118,1436.5826059487208,50.63168016260897,28452,1.0000559430781668,0.00316135,0.004,4,240000,7.206291412558351E-11,0.8359025456028354,3.8191868453261004E-4,77,4.58302421439132E-4,90380,1.5088332701386256,0.6627637524907732,0.00701378,1385,0.8359025456028354,2188.692461134255,V,V,0.6627637524907732,1,V
201286340,1.84537,-57.17191,0.502038,0.5,ROT,4.91940647942822E18,1.845556838,-57.17197255,39.64632,3.8966172,2.678537169,0.263258583,27.75419,23.3213474,-15.0469219,-16.302074,3.694263513,0.013425754,9.771213,0.5988817,6413.098,3.9584,4.91940647942822E18,4.91940647942822E18,1.4712269,1.4311327,1.5113242,2.088267,6.6552806,2.3190877,2.099,2.0904,2.1079,2.5972,2.5878,2.6064,0.0035,-0.4009,0.0019,"[""SPOC""]","[""PDCSAP""]",2,"[28, 29]","[13396, 14824]","[13396, 14824]","[0.9999253508510003, 0.9998650836481382]",,2061.854381163081,2112.534701500975,50.680320337894045,28217,1.0001048868607576,0.004185088,0.004,4,240000,6.450835437113168E-9,0.9309900686126881,2.277521262696453E-4,101,2.733025515235744E-4,119286,1.9901201755007314,0.502482218,0.004174521,2061,0.9309900686126881,4087.7338177315187,,,0.502482218,1,V
206649901,342.57326,-32.82309,0.917988,0.6,ROT,6.60359849919854E18,342.5734055,-32.82316557,40.120205,5.411793,2.208944109,0.29796329,32.36005,27.96849673,-16.27685477,-19.022131,4.388756177,0.01678693,10.017624,0.6898813,6054.995,4.0755,6.60359849919854E18,6.60359849919854E18,1.2810717,1.1808398,1.321156,1.7585901,3.7454913,3.8728626,1.7517,1.7455,1.7582,3.2447,3.2363,3.2522,5.0E-4,-0.4359,3.0E-4,"[""SPOC""]","[""PDCSAP""]",1,[28],[12584],[12584],[1.0],,2061.8558865835303,2083.845144302495,21.989257718964836,12584,1.0000201990193898,0.003729852,0.004,4,240000,1.423034877624454E-10,0.7272145308355024,2.2285412299894532E-4,38,2.674249475987344E-4,65189,1.0894013725057188,0.9179353223136778,0.030289552,2061,0.7272145308355024,3263.186343826109,,V,0.9179353223136778,1,V
212357737,311.11632,-27.05161,3.845452,0.5,ROT,6.79899116438517E18,311.1163504,-27.05170099,13.547738,1.4979029,7.748515209,0.85671301,21.836597,6.849937868,-20.73439936,-11.4632015,5.632619304,0.018285695,8.798415,0.57577515,6499.9473,3.9316,6.79899116438517E18,6.79899116438517E18,1.4886872,1.4485902,1.5288659,2.0746129,6.9407563,2.1582766,2.0749,2.027,2.0859,2.5552,2.5449,2.5931,0.0038,-0.2775,0.0021,"[""SPOC""]","[""PDCSAP""]",2,"[1, 27]","[17718, 16778]","[17718, 16778]","[1.0, 1.0]",,1325.943143117344,2060.6469800959558,734.7038369786117,34496,1.0000035316886016,5.347349119157694E-4,0.004,4,240000,7.166966304036412E-11,0.14290772958163267,1.560373691140933E-4,2000,1.8724484293691196E-4,15294,0.25864616102567095,3.866285878879713,0.010702184396122912,1325,0.14290772958163267,915.8558003957351,,,3.866285878879713,1.01,V
213069348,75.68322,-5.70611,0.883224,0.5,ROT,3.21151115362651E18,75.68323337,-5.706122233,35.760983,2.657304,2.913670781,0.216507164,3.3472955,2.115544317,-2.594004532,2.683465,5.293535264,0.019693514,8.811785,0.5133791,6931.732,3.9276,3.21151115362651E18,3.21151115362651E18,1.5875058,1.5469898,1.6277909,2.0434146,8.677832,1.5226121,2.0595,2.0294,2.0782,2.3237,2.2961,2.3519,0.0947,-0.6116,0.0511,"[""SPOC""]","[""PDCSAP""]",3,"[5, 32, 98]","[17283, 17164, 25982]","[17283, 17164, 25982]","[0.9999421396748249, 0.9997669540899558, 1.0]",,1437.9906784299055,4045.877466260517,2607.8867878306114,60424,1.0003139912099497,0.006995013,0.004,4,240000,3.727896089763442E-11,0.3755827034957219,1.2277990994313993E-4,6026,1.473358919317679E-4,67598,1.1295113896307902,0.8853385713329333,1.6965949524038766E-4,1437,0.3755827034957219,3058.9915212485203,,,0.8853385713329333,1,X
213102659,76.00285,-5.85129,0.581206,0.55,ROT,3.21149132805746E18,76.00292641,-5.851376876,100.041046,2.8416653,0.767631986,0.021804582,25.980228,16.22675643,-20.28952015,23.211597,9.942389777,0.022675196,8.315079,0.612206,6444.1475,4.0954,3.21149132805746E18,3.21149132805746E18,1.2875127,1.2474989,1.3275251,1.5085368,3.5359783,2.6277308,1.5179,1.5143,1.5215,3.2884,3.2832,3.2936,3.0E-4,-0.464,1.0E-4,"[""SPOC""]","[""PDCSAP""]",1,[5],[17283],[17283],[0.99988427934965],,1437.9892707405113,1463.690952855255,25.70168211474379,17281,0.9999389622886408,0.002388321,0.004,4,240000,8.026811179378106E-7,0.8442839664517306,4.550606154716374E-4,36,5.460727385659649E-4,103100,1.7206221525923024,0.5811851245163805,0.012535887782763228,1437,0.8442839664517306,1855.321989525926,,,0.5811851245163805,1,V
217786583,261.17955,-45.00824,1.40729,0.5,ROT,5.95244438304461E18,261.1794669,-45.00806855,32.545517,0.9575638,2.864984672,0.084294424,40.090485,-13.4762865,37.75760385,-0.7739864,16.8010805,0.025949774,6.5764594,0.5171604,6708.175,4.0308,5.95244438304461E18,5.95244438304461E18,1.4670069,1.4269875,1.5070235,1.8484051,6.233376,1.8899556,1.843,1.8385,1.8502,2.7043,2.6931,2.7101,2.0E-4,-0.6196,1.0E-4,"[""SPOC""]","[""PDCSAP""]",4,"[12, 39, 66, 93]","[14870, 18343, 109392, 113961]","[14870, 18343, 109392, 113961]","[0.9642905178211163, 1.0, 0.9856022378236069, 0.9909881450671721]",,1628.4589775201068,3855.0980677146185,2226.6390901945115,253433,1.0000016640515246,4.0380102592429165E-4,0.004,4,240000,1.572804726534259E-9,0.19093365728858927,1.1875335308518046E-4,4010,1.4250402370221654E-4,42401,0.7099795915816316,1.4084911902499702,8.918423295201036E-4,1628,0.19093365728858927,1607.8169780320618,,,1.4084911902499702,1,V
218292775,42.55409,13.71047,1.484653,0.53,ROT,3.19862406561728E16,42.5543589,13.71042911,18.38302,0.4567651,4.395450313,0.10921428,59.68599,59.04014849,-8.756604683,-19.975422,10.56091313,0.034087285,8.045978,0.5955405,6466.314,4.1137,3.19862406561728E16,3.19862406561728E16,1.3216977,1.2816032,1.3617994,1.5968238,4.016135,2.5728846,1.5971,1.5885,1.6036,3.1461,3.1363,3.157,0.0219,-0.219,0.0118,"[""SPOC""]","[""PDCSAP""]",2,"[42, 43]","[14179, 14673]","[14179, 14673]","[0.9997884194936173, 0.9998636952225175]",,2447.692456,2498.3934044353327,50.70094857859294,28847,1.0000118751683018,7.878692421870118E-4,0.004,4,240000,3.082258002578933E-10,0.5094500637836875,1.2830524703722504E-4,83,1.5396629644467004E-4,40241,0.6740154417310072,1.4836455340426606,0.036283698,2447,0.5094500637836875,3970.6097415944446,V,V,1.4836455340426606,1,V
218367096,262.49722,-43.55211,0.943103,0.55,ROT,5.9585857695882E18,262.4974095,-43.55217163,52.37581,2.5681853,1.262697765,0.061914877,33.597782,30.34929171,-14.41289058,-17.663029,12.02099547,0.024284769,8.353004,0.6399889,6254.882,4.2421,5.9585857695882E18,5.9585857695882E18,1.1814493,1.1414452,1.2214533,1.3027465,2.3405156,3.0529864,1.3072,1.3044,1.3097,3.7443,3.7401,3.7486,4.0E-4,-0.4918,2.0E-4,"[""SPOC""]","[""PDCSAP""]",1,[12],[14878],[14878],[0.9638392257023793],,1628.4589979719506,1652.8968778961328,24.437879924182198,14340,0.9994001147329149,0.003049191,0.004,4,240000,4.125755013372799E-9,0.677051982,6.441618262090878E-4,37,7.729941914509053E-4,63322,1.058315692982054,0.9448976393634154,0.03206533,1628,0.677051982,1051.0588397021534,,,0.9448976393634154,1,V
219199497,92.54547,-51.22897,0.949807,0.53,ROT,5.54978452888314E18,92.54545444,-51.22884885,60.80085,1.5011439,1.31589193,0.032488742,26.680603,-1.741666015,26.62369535,15.66187,6.255278931,0.014395467,8.910692,0.46672916,6951.907,4.1248,5.54978452888314E18,5.54978452888314E18,1.4448189,1.4047954,1.4848607,1.5802329,5.2619486,1.2869897,1.5814,1.5722,1.5871,2.8815,2.8744,2.8898,0.0019,-0.5338,0.001,"[""SPOC""]","[""PDCSAP""]",10,"[1, 5, 6, 7, 11, 28, 32, 33, 34, 38]","[18279, 17276, 14652, 16338, 10932, 14374, 17593, 17458, 16833, 12429]","[18279, 17276, 14652, 16338, 10932, 14374, 17593, 17458, 16833, 12429]","[1.0, 1.0, 0.9999317499317499, 0.999938792997919, 0.9993596780095133, 0.9998608598859051, 1.0, 0.9999427196700653, 0.9998217786490822, 0.9999195430042642]",,1325.294344496773,2360.549518073073,1035.2551735763002,156148,1.0001438141939059,0.002104808,0.004,4,240000,4.9552893442886926E-11,0.617790903,4.935483603421442E-5,1932,5.92258032410573E-5,62992,1.0528211700882086,0.9498289248080155,6.008510444897601E-4,1325,0.617790903,12517.332699043813,,V,0.9498289248080155,1,V
219281051,309.54226,-58.33274,0.739224,0.58,ROT,6.45576644642686E18,309.5423405,-58.33270015,42.606735,3.7583466,2.355158706,0.207748909,13.691289,9.416660882,9.938706401,18.900017,4.157391006,0.021668645,9.385376,0.47254372,6932.1733,3.9629,6.45576644642686E18,6.45576644642686E18,1.5526229,1.5124571,1.592813,1.9357497,7.7965455,1.5401264,1.9834,1.9736,1.9946,2.396,2.3855,2.4063,0.0318,-0.5406,0.0171,"[""SPOC""]","[""PDCSAP""]",1,[13],[18834],[18834],[0.9143039184453647],,1657.0261321391283,1682.3612697705994,25.33513763147107,17220,1.0004384347328688,0.005762228,0.004,4,240000,2.973491981628755E-8,0.6994064172776943,4.4458703894422564E-4,40,5.335044467330707E-4,81020,1.3529886207859199,0.739104516,0.019619046859627943,1657,0.6994064172776943,1573.1597100504682,,,0.739104516,1,V
219461251,207.6859,75.21702,2.473632,0.52,ROT,1.71230066087389E18,207.6855216,75.21703799,21.970154,0.9624665,3.043602375,0.133333855,22.142103,-21.52299838,5.199355273,-15.114407,5.386428699,0.012143396,9.993776,0.63131905,6304.6455,4.2523,1.71230066087389E18,1.71230066087389E18,1.1984097,1.158407,1.2384136,1.3230524,2.491722,2.856126,1.3217,1.3188,1.3246,3.6544,3.6496,3.659,4.0E-4,-0.0602,2.0E-4,"[""SPOC""]","[""PDCSAP""]",3,"[20, 21, 22]","[17632, 18604, 16721]","[17632, 18604, 16721]","[0.9999432849364791, 0.9996237368307891, 0.999880389928832]",,1842.505479,1926.494075614504,83.98859615015408,52947,0.9999870428230117,0.001468902,0.004,4,240000,3.519544235179706E-9,0.20875363576333528,6.751450334672478E-5,137,8.101740401606973E-5,24093,0.40515012145883944,2.4682209063624665,0.062787725,1842,0.20875363576333528,3091.9820988872343,,,2.4682209063624665,1,V
